RA,DEC,zabs,zem,NHI
167.96499999999997,13.543305555555555,2.3828,2.432800054550171,20.3
174.2385,43.56747222222223,3.22459,3.6730000972747803,20.35
174.35545833333333,44.585,2.9735,3.186000108718872,21.2
177.50991666666664,39.67819444444444,2.90141,3.1338999271392822,20.4
180.15304166666664,46.313944444444445,4.47752,4.730000019073486,20.3
180.99612499999998,34.18727777777777,3.67431,3.7483999729156494,20.6
180.99612499999998,34.18727777777777,3.6868,3.7483999729156494,20.6
189.2772083333333,36.254694444444446,3.6714,4.105999946594238,20.4
194.63391666666666,29.15086111111111,3.17356,3.4830000400543213,21.35
194.63391666666666,29.15086111111111,3.3515,3.4830000400543213,20.55
197.32549999999998,40.48844444444445,3.01086,3.4200000762939453,21.35
201.47549999999995,12.929583333333333,3.54972,4.139999866485596,20.4
203.35962499999997,46.52869444444444,3.05501,3.7079999446868896,20.6
203.35962499999997,46.52869444444444,3.16825,3.7079999446868896,20.4
207.41574999999995,12.708527777777777,3.49204,4.184999942779541,20.4
207.41574999999995,12.708527777777777,3.74435,4.184999942779541,20.3
213.04149999999996,6.401888888888889,4.10923,4.421000003814697,20.55
218.53462499999998,23.374972222222222,3.4111,3.9700000286102295,20.7
225.40679166666663,32.24366666666667,3.3928,3.528700113296509,20.65
236.99491666666665,36.45147222222222,3.6473,3.880000114440918,20.8
239.4099583333333,23.349305555555553,3.53766,4.130000114440918,20.5
244.02604166666663,31.303305555555557,3.3843,3.885999917984009,20.65
248.54924999999994,21.890277777777776,4.44405,4.507199764251709,20.4
251.50841666666662,27.729999999999997,3.2276,3.7219998836517334,21.2
253.65354166666663,22.45936111111111,4.10046,4.677999973297119,20.35
