PLATE,FIB,RA,DEC
1188,236,130.3822,4.1047
1931,235,130.3876,24.1130
2277,549,130.3881,20.0905
2084,452,130.3907,22.7035
2278,573,130.3932,18.3187
446,189,130.4008,54.1798
2426,636,130.4337,12.7232
2279,266,130.4353,17.3641
550,507,130.4419,48.6345
2960,127,130.4424,31.3955
2960,410,130.4441,33.6587
1187,119,130.4494,5.5108
1875,226,130.4515,61.5141
550,144,130.4725,47.5451
1759,570,130.4725,9.4957
864,442,130.4772,37.5585
896,265,130.4856,42.6405
828,544,130.4936,39.3558
762,625,130.4951,44.1699
2084,154,130.5082,22.0873
1298,472,130.5085,7.5062
896,335,130.5126,43.5695
1187,106,130.5131,5.2513
1298,212,130.5140,6.6312
763,431,130.5236,46.4196
2331,8,130.5274,52.7469
2960,134,130.5280,31.5026
2277,43,130.5318,18.5812
1187,113,130.5379,5.4373
2960,175,130.5408,32.0789
2960,496,130.5514,32.7789
828,545,130.5517,39.2232
445,7,130.5555,49.8440
1587,3,130.5594,27.0497
550,145,130.5662,47.7136
763,187,130.5755,45.5175
864,114,130.5767,36.4178
2428,379,130.5771,13.5128
2277,570,130.5992,20.9287
1187,449,130.6016,6.5213
564,221,130.6235,2.4700
1587,632,130.6303,27.9771
864,550,130.6387,36.8583
865,348,130.6497,38.3408
1930,115,130.6502,25.4466
2960,159,130.6570,32.1390
1187,557,130.6607,5.5824
1298,192,130.6722,7.3237
763,325,130.6726,46.6946
1187,14,130.6815,4.5470
2427,602,130.6850,15.4839
445,578,130.6870,51.4122
2277,583,130.6872,19.7996
1209,460,130.6889,32.8873
550,565,130.6987,49.0821
2428,252,130.7036,11.7053
1931,180,130.7043,23.8680
2280,337,130.7077,21.4085
896,440,130.7228,43.3202
2960,450,130.7263,33.6181
2960,143,130.7275,31.8531
2960,454,130.7293,32.9907
1209,528,130.7317,33.3063
2084,502,130.7330,22.5755
446,491,130.7410,54.4123
864,61,130.7451,36.2456
2960,446,130.7469,33.6322
2428,258,130.7548,11.9424
1298,461,130.7742,7.7712
1269,52,130.7766,29.6562
829,439,130.7800,40.6074
1931,177,130.7903,24.2665
1188,196,130.7964,4.4388
1298,376,130.8027,7.8415
564,479,130.8090,2.9963
1188,471,130.8205,5.1111
1209,540,130.8246,32.8484
762,624,130.8474,44.2299
467,258,130.8605,0.0556
2278,64,130.8657,16.4172
865,248,130.8697,36.6854
1588,418,130.8727,28.9963
2960,514,130.8730,32.3461
2428,235,130.8861,12.7248
2427,34,130.8891,14.3959
1298,125,130.8894,6.7137
2280,354,130.8900,20.7607
2960,513,130.9033,32.4936
445,73,130.9073,50.5885
763,126,130.9091,44.5708
550,580,130.9206,49.1503
446,511,130.9307,54.3788
2428,414,130.9352,13.7139
1588,442,130.9436,29.1366
1930,70,130.9521,25.0326
763,125,130.9529,44.8742
1875,190,130.9581,61.5183
1188,459,130.9614,5.6034
550,103,130.9619,47.5823
1784,59,130.9620,56.9547
2428,481,130.9731,13.3316
2429,458,130.9736,15.2935
2429,217,130.9738,14.7459
763,178,130.9738,45.8417
2429,207,130.9754,14.5338
448,358,130.9818,56.1029
2960,114,130.9830,31.9993
2428,453,130.9987,13.6632
1298,487,130.9991,7.5416
2428,477,131.0036,12.8735
1188,464,131.0081,5.0661
2277,14,131.0115,19.0076
1270,349,131.0209,31.5929
934,260,131.0252,35.0041
763,363,131.0303,46.7258
447,272,131.0304,51.8864
896,190,131.0346,42.5408
1209,563,131.0416,33.5093
896,138,131.0423,42.2231
1785,360,131.0431,59.5585
550,9,131.0474,47.2189
934,255,131.0614,34.7856
828,608,131.0701,39.7169
1210,318,131.0901,33.6350
446,128,131.0994,53.4638
2428,197,131.1010,12.7629
896,134,131.1088,42.2796
467,378,131.1333,2.0384
2428,495,131.1415,13.1207
2084,619,131.1423,22.7181
1269,530,131.1547,31.1801
1187,623,131.1570,5.8668
1784,565,131.1585,58.8071
1210,317,131.1590,33.3117
763,474,131.1609,46.4070
2278,621,131.1615,17.7295
1931,461,131.1654,24.8617
1785,301,131.1658,59.0562
934,431,131.1684,35.6624
1209,10,131.1727,31.7242
1188,152,131.2025,4.5846
933,632,131.2042,34.0708
828,32,131.2057,38.9269
1875,186,131.2146,61.7353
1187,37,131.2155,5.3077
2960,13,131.2205,31.5900
934,339,131.2254,36.2630
1931,453,131.2301,25.3113
564,408,131.2321,3.5604
864,623,131.2323,37.1920
467,232,131.2398,0.6575
2280,293,131.2417,19.6497
2429,175,131.2552,14.7043
1588,477,131.2593,28.7627
1298,408,131.2614,8.2040
2277,630,131.2620,20.1475
2960,565,131.2624,33.5205
896,198,131.2760,42.9551
1209,596,131.2890,32.3324
2960,62,131.2890,31.9579
1760,396,131.2966,9.4785
2960,551,131.2997,32.5387
2960,78,131.3012,31.9887
1269,576,131.3247,31.0445
2278,1,131.3295,16.2013
896,195,131.3300,42.7725
1187,619,131.3348,6.1357
564,449,131.3411,3.6318
467,215,131.3505,-0.1543
1298,512,131.3577,7.3729
1210,337,131.3607,34.5172
763,179,131.3738,45.7500
934,207,131.3765,34.2291
1588,382,131.3856,29.5118
1270,222,131.3859,30.8223
467,212,131.3877,-0.1555
2960,66,131.3880,31.8110
2331,29,131.3946,53.5707
829,198,131.3995,40.2855
1298,47,131.4008,6.6838
564,149,131.4038,2.7313
564,153,131.4085,2.5704
2331,615,131.4097,54.6620
1785,292,131.4108,58.8757
550,77,131.4111,47.9957
934,220,131.4111,34.3455
1270,240,131.4165,30.9450
865,125,131.4267,36.8797
2960,584,131.4281,32.5422
2332,348,131.4281,6.6750
1760,249,131.4298,8.9114
447,365,131.4308,52.9449
550,598,131.4447,48.2212
445,638,131.4678,50.7567
896,179,131.4760,42.5010
2084,39,131.4814,22.1557
1269,65,131.4824,29.7865
1270,382,131.4851,31.7579
2429,199,131.4902,14.3940
763,41,131.4904,44.7628
2960,585,131.4983,32.8947
2429,544,131.5114,15.8320
2429,155,131.5176,14.7230
763,158,131.5193,45.7169
1931,46,131.5202,23.3499
564,83,131.5291,2.4556
2428,92,131.5295,11.8580
550,584,131.5321,48.4772
1785,286,131.5360,58.6875
1188,572,131.5433,5.1701
2428,51,131.5464,11.8674
447,462,131.5582,52.6734
1931,499,131.5700,24.4521
865,235,131.5730,37.9552
865,135,131.5814,36.9769
1875,482,131.5815,62.4974
2960,594,131.5825,32.3000
1588,134,131.5901,28.4978
467,192,131.5905,0.6737
2279,254,131.5945,16.8183
2428,554,131.5948,12.9900
1298,455,131.6160,8.0144
934,379,131.6179,36.0997
1932,256,131.6219,26.2033
1760,275,131.6228,9.0894
1931,71,131.6314,24.1857
1588,28,131.6324,27.8228
564,110,131.6326,2.8034
1189,304,131.6341,6.3251
2332,286,131.6360,5.1949
1932,428,131.6372,27.3953
2960,11,131.6476,31.5102
564,90,131.6740,1.5451
2960,599,131.6743,32.7680
1875,533,131.6796,62.8168
2280,483,131.6805,20.9516
2280,495,131.6919,21.2159
2428,46,131.6945,11.9201
2085,347,131.7031,23.5945
829,87,131.7143,39.2935
1209,601,131.7158,33.2670
1875,538,131.7162,62.7051
1270,201,131.7261,30.0036
2331,22,131.7347,53.5541
2960,598,131.7385,32.4547
2960,39,131.7394,31.9181
763,452,131.7422,46.8364
1210,244,131.7460,32.8289
2671,383,131.7491,11.3194
1189,389,131.7531,6.5991
2280,247,131.7544,19.4865
1188,550,131.7623,5.0546
934,95,131.7925,34.9119
1760,214,131.8043,8.5061
865,426,131.8132,38.5194
1784,616,131.8185,58.1878
2085,346,131.8289,23.9173
1760,327,131.8297,9.7232
2960,640,131.8428,32.2764
2960,636,131.8442,32.4852
2281,289,131.8635,17.5617
2960,12,131.8791,31.4290
2280,415,131.8832,21.8702
2279,151,131.8835,17.4138
2331,32,131.8889,53.6587
2085,392,131.9000,23.4195
1188,602,131.9222,5.6002
2280,516,131.9495,20.7133
2428,585,131.9562,13.2365
447,448,131.9692,53.1800
2428,582,131.9837,13.3672
2430,245,131.9886,12.5563
763,116,131.9922,45.7007
1298,61,131.9944,7.0913
447,180,131.9996,52.0827
1785,432,132.0243,59.8696
1210,227,132.0290,33.5309
935,305,132.0312,36.3905
1588,22,132.0386,27.9152
2960,25,132.0417,31.6852
467,41,132.0480,-0.2383
934,447,132.0667,36.8490
1875,90,132.1015,61.3783
447,442,132.1085,53.2005
2281,392,132.1089,18.4993
1190,359,132.1101,5.3108
829,48,132.1289,39.7455
934,446,132.1379,36.8992
2279,528,132.1459,19.1847
2332,433,132.1497,6.1260
2574,215,132.1519,10.2279
2429,565,132.1545,15.2008
865,178,132.1608,37.7616
896,567,132.1619,44.3080
1189,223,132.1676,6.0159
1298,77,132.1729,7.1502
764,304,132.1757,47.2288
564,600,132.1757,2.9407
446,70,132.1776,54.1356
1875,82,132.1921,61.2096
763,523,132.1999,46.7881
896,10,132.2035,42.1683
865,493,132.2196,38.0415
1270,168,132.2220,30.5951
2671,184,132.2269,10.5862
2279,505,132.2288,18.4852
1298,576,132.2354,8.2507
2574,140,132.2360,10.0244
1785,423,132.2386,60.0459
467,159,132.2439,0.5555
2281,278,132.2619,18.1002
1298,597,132.2671,7.4335
2280,560,132.2872,20.6815
1210,220,132.2899,32.5564
1189,322,132.3153,6.8370
564,632,132.3218,3.1016
1270,57,132.3238,30.4017
1271,317,132.3368,32.1733
897,274,132.3448,44.5254
1270,445,132.3456,31.9774
1875,553,132.3787,62.3101
829,117,132.3851,40.3798
2428,73,132.3889,12.3563
2430,381,132.3949,13.9968
830,342,132.4039,42.0023
1270,450,132.4097,32.5961
2085,429,132.4162,23.8581
2430,268,132.4264,12.3233
865,443,132.4396,39.2439
2574,163,132.4403,10.4308
830,360,132.4515,41.7722
1932,410,132.4541,27.9441
1760,408,132.4582,9.8427
865,542,132.4607,38.5248
865,455,132.4644,38.5968
1210,375,132.4683,34.3991
447,144,132.4700,51.6096
2574,500,132.4718,11.2129
1298,640,132.4822,7.2743
1785,280,132.4886,59.4075
446,634,132.4903,54.5916
896,585,132.4985,43.0199
1589,238,132.5040,28.6006
1760,44,132.5074,8.5412
1298,624,132.5253,7.4997
564,26,132.5347,2.5897
1589,459,132.5401,29.7372
1932,146,132.5440,26.3791
1785,402,132.5442,60.3170
2431,281,132.5468,14.3992
934,522,132.5468,36.6711
763,71,132.5482,45.7087
763,62,132.5620,45.4009
2430,451,132.5847,13.3195
1785,243,132.5943,58.7208
2430,179,132.6118,13.0506
763,73,132.6180,45.6205
2574,507,132.6204,11.2336
934,585,132.6316,35.9080
2431,322,132.6325,16.6536
1270,524,132.6397,32.3201
763,77,132.6590,45.8233
2085,91,132.6627,22.3889
1932,456,132.6826,27.5277
448,466,132.6893,56.6052
2574,510,132.6906,11.1446
1785,279,132.7155,59.1823
2431,271,132.7159,15.3709
468,294,132.7162,-0.4105
1932,148,132.7281,27.0346
1932,443,132.7387,28.0866
1189,378,132.7434,6.7743
2671,452,132.7452,11.8607
2430,172,132.7588,13.0926
935,323,132.7667,37.6354
1190,390,132.7669,5.2611
2332,510,132.7690,6.7968
2280,113,132.7716,20.5425
2281,234,132.7873,18.2152
448,494,132.7949,56.6171
2431,242,132.7983,14.3938
2549,61,132.8018,82.8886
763,611,132.8129,46.5377
1933,297,132.8276,24.8500
2430,471,132.8296,13.7813
2282,313,132.8326,20.9651
1932,543,132.8335,27.1289
483,304,132.8460,56.1077
763,583,132.8483,46.3010
1933,321,132.8528,26.4939
2913,337,132.8536,4.0434
447,120,132.8536,52.0673
1589,176,132.8624,29.3846
1190,330,132.8908,5.7140
2332,149,132.9233,5.7421
448,483,132.9288,56.2922
2085,476,132.9322,23.5358
830,219,132.9506,40.4948
935,383,132.9542,37.2793
829,612,132.9615,41.3970
1588,15,132.9624,28.4607
468,408,132.9636,2.1322
1190,391,132.9648,4.8668
1589,421,132.9824,30.1050
1189,175,132.9931,5.8859
1932,108,132.9958,26.5901
2281,252,132.9961,16.9257
1270,5,133.0033,30.5236
2332,44,133.0043,5.1165
935,327,133.0093,37.6092
934,603,133.0206,36.5411
1933,221,133.0315,25.0048
449,345,133.0454,53.9969
897,294,133.0520,44.1724
2085,401,133.0576,24.2885
1210,18,133.0676,32.8798
2085,490,133.0699,23.6547
764,236,133.0852,47.5829
1271,258,133.0975,30.9495
2431,217,133.1131,14.3098
551,410,133.1137,50.7530
1299,428,133.1159,8.2824
483,251,133.1197,56.8971
2282,391,133.1266,21.9175
1932,117,133.1341,26.5906
1299,421,133.1375,8.3767
1189,145,133.1555,5.9930
1932,63,133.1581,26.6329
1760,580,133.1710,9.6405
865,28,133.1758,37.6039
763,40,133.1773,45.5988
1933,225,133.1815,25.2368
469,344,133.1879,1.0443
1589,539,133.1919,29.9171
1299,437,133.1922,8.1892
830,233,133.1985,41.5047
1270,614,133.2006,31.7800
1875,598,133.2016,62.3745
1210,115,133.2074,33.1806
1210,510,133.2150,34.1406
1189,414,133.2368,6.9689
2085,449,133.2380,24.5175
1199,313,133.2387,39.5457
468,182,133.2580,0.5071
1932,521,133.2661,28.1198
447,542,133.2674,52.6136
1760,582,133.2681,9.5002
897,391,133.2742,45.1408
2085,142,133.2904,23.4151
2431,475,133.2931,15.5480
1190,180,133.3064,4.3826
1876,329,133.3119,64.6895
897,392,133.3190,44.9379
1589,120,133.3455,28.6861
830,431,133.3468,41.8560
896,630,133.3683,43.3006
483,373,133.3707,57.7083
2085,526,133.3722,24.5949
1933,434,133.3779,25.7139
1199,317,133.3866,39.5302
2574,573,133.3913,11.5280
1189,448,133.3983,6.7965
2283,356,133.3990,18.9129
2671,544,133.4025,11.2364
2281,173,133.4027,17.7300
2430,113,133.4057,12.3001
2574,579,133.4141,11.3335
469,326,133.4242,1.7187
1189,442,133.4250,6.9486
935,478,133.4305,37.0673
934,636,133.4340,35.6846
565,437,133.4342,3.2507
468,169,133.4427,0.1443
935,177,133.4548,36.3662
1932,589,133.4606,27.4483
468,81,133.4616,-0.6553
2280,627,133.4625,21.2572
2332,585,133.4634,6.7458
764,435,133.4711,48.2569
565,428,133.4716,3.4817
2431,497,133.4794,15.8728
1270,601,133.4838,32.1232
2085,498,133.4927,23.8569
2400,233,133.4939,36.8060
469,288,133.5091,0.2688
2332,603,133.5127,7.1201
2281,44,133.5213,17.1772
1933,377,133.5221,26.2725
2281,92,133.5227,17.3413
830,410,133.5255,42.6363
1271,366,133.5447,32.9041
830,161,133.5452,41.4940
2432,263,133.5481,16.0971
1933,404,133.5534,26.6335
469,356,133.5553,1.2954
830,401,133.5641,42.7096
449,273,133.5734,53.4598
449,366,133.6041,54.6607
2085,521,133.6083,24.5055
2913,500,133.6114,3.2372
2085,535,133.6126,24.0792
897,182,133.6153,44.7153
1589,39,133.6180,28.7250
469,267,133.6257,0.7038
2280,624,133.6265,20.9475
2283,334,133.6389,19.8825
565,480,133.6566,3.2930
764,216,133.6729,46.8675
2281,566,133.7111,19.5100
1189,119,133.7321,5.7690
1189,110,133.7543,5.8142
483,224,133.7560,55.6425
2281,559,133.7576,18.4105
1589,523,133.7659,29.5469
2400,472,133.7684,37.6633
469,280,133.7705,0.8416
1589,33,133.7719,28.8646
447,32,133.7733,52.0875
2085,562,133.7747,24.2310
1189,111,133.7826,6.1882
2400,234,133.7886,36.6931
2575,336,133.7903,11.9844
1785,166,133.7907,59.5346
2281,108,133.7921,17.9497
831,304,133.7992,42.7847
1933,167,133.8014,25.2024
469,291,133.8049,0.2221
764,370,133.8063,48.7929
1271,232,133.8064,32.2711
1189,19,133.8236,5.6019
1590,264,133.8238,29.3585
936,346,133.8453,37.9072
935,51,133.8680,36.0218
2085,66,133.8708,22.9593
2085,580,133.8723,24.0573
2913,496,133.8764,3.3115
1271,472,133.8795,32.4579
1198,136,133.8890,38.2329
2281,111,133.8926,17.9173
551,489,133.8934,51.1091
2430,633,133.8948,13.8170
1934,267,133.8950,28.0051
2281,567,133.9353,19.6225
1934,383,133.9365,28.6944
1299,403,133.9426,8.3476
1932,22,133.9515,26.6304
2432,232,133.9558,16.2364
1190,20,133.9576,3.9598
764,137,133.9583,46.8020
1190,3,133.9605,3.9984
1738,272,133.9813,9.6984
1198,100,133.9860,38.5424
1785,149,133.9933,59.2541
1589,10,134.0154,29.4074
1875,35,134.0210,61.7982
1199,223,134.0287,39.6567
935,448,134.0394,37.8247
2281,601,134.0422,19.4426
830,146,134.0487,41.2547
2283,373,134.0511,19.9783
2575,257,134.0540,10.5505
2282,468,134.0642,22.0592
2085,581,134.0799,23.9255
1271,449,134.0897,33.0186
1190,552,134.1008,4.7937
1738,339,134.1038,10.3381
1738,265,134.1080,9.4232
1738,243,134.1097,8.9450
552,323,134.1100,51.9398
2283,378,134.1103,19.6938
2282,201,134.1104,20.6937
2433,174,134.1123,13.1375
468,620,134.1123,1.5754
1590,356,134.1268,31.1332
1190,553,134.1276,4.9182
1876,233,134.1334,63.4180
449,482,134.1344,54.1909
2430,6,134.1399,12.5746
2282,203,134.1417,20.3526
1875,10,134.1438,61.4599
449,246,134.1455,52.8684
935,536,134.1486,37.5466
1590,350,134.1505,31.0687
1738,399,134.1547,9.8426
1738,384,134.1571,10.1488
565,418,134.1605,3.6354
831,277,134.1732,42.7150
1271,83,134.1738,31.6892
1271,161,134.1808,32.2117
1933,504,134.1874,26.1957
1590,274,134.1965,29.6168
2575,206,134.1972,10.8762
469,188,134.2000,0.5187
1785,521,134.2040,60.7206
2433,440,134.2064,14.3661
897,138,134.2141,43.9700
935,3,134.2178,35.9700
2281,69,134.2216,17.7335
1299,51,134.2223,7.3322
2282,206,134.2233,20.2616
565,455,134.2237,3.5771
2282,190,134.2385,21.1955
1271,42,134.2418,31.2616
830,151,134.2424,41.5149
1190,567,134.2432,5.6672
1211,461,134.2699,35.3306
1933,512,134.2727,25.7111
2913,523,134.2782,4.1392
1738,326,134.2793,10.3867
1199,339,134.2801,40.6253
1271,166,134.2831,32.1756
551,438,134.2965,51.3883
1190,67,134.2995,4.2886
1211,340,134.3242,36.0565
469,199,134.3429,1.0846
830,113,134.3499,41.6011
830,574,134.3696,42.6132
1933,149,134.3704,25.2490
831,283,134.3729,42.0152
469,422,134.3759,1.5188
936,260,134.3829,36.9129
2400,172,134.3892,37.0127
1934,211,134.3928,27.5283
1189,634,134.3934,6.2777
449,455,134.3940,54.9838
1875,624,134.4007,62.3135
2575,223,134.4035,11.2708
1589,619,134.4049,29.6924
1738,216,134.4130,9.0253
1271,457,134.4248,32.8666
1589,614,134.4319,29.4529
2431,617,134.4468,16.3500
469,401,134.4496,2.2168
1933,532,134.4589,26.6095
764,57,134.4710,47.0776
468,594,134.4725,1.0864
1271,58,134.4767,31.5075
1876,195,134.4939,63.8260
449,137,134.5222,53.0107
1199,328,134.5324,40.7895
1933,110,134.5328,25.3402
449,448,134.5364,54.4172
1590,238,134.5384,29.2728
2913,571,134.5560,4.0386
1590,166,134.5627,30.3777
1211,92,134.5634,34.1751
1299,555,134.5701,8.0772
1271,560,134.5732,32.3971
551,95,134.5813,50.4679
449,529,134.5911,54.8896
551,539,134.5925,50.7457
1211,492,134.5944,34.9517
483,465,134.6028,57.4760
1933,566,134.6033,26.9842
468,36,134.6071,0.8352
2432,370,134.6124,17.0687
1199,464,134.6164,39.9846
1590,236,134.6185,29.8154
2282,98,134.6256,20.4207
448,75,134.6304,55.8228
1876,242,134.6341,62.6998
764,507,134.6350,48.3060
1198,531,134.6376,40.2009
2282,87,134.6437,20.1285
2400,456,134.6476,38.2674
2433,508,134.6485,14.5650
764,530,134.6544,48.5063
1190,614,134.6582,5.3616
2575,479,134.6600,11.4735
2433,102,134.6747,12.8256
1271,4,134.6852,31.4436
1590,471,134.7015,31.0244
765,293,134.7039,48.5942
2283,94,134.7040,18.0194
551,511,134.7092,51.7820
2284,310,134.7184,21.7210
1590,389,134.7249,31.4443
2085,33,134.7312,23.1624
469,459,134.7334,1.8721
483,461,134.7373,57.5199
2283,483,134.7560,19.1562
936,332,134.7886,38.3844
2282,159,134.7886,21.1540
935,592,134.7907,37.2172
2431,23,134.7939,15.2664
1272,307,134.8137,32.9871
898,283,134.8235,45.1992
470,285,134.8237,-0.6369
2432,409,134.8251,17.0384
1211,448,134.8324,36.0142
1934,167,134.8410,27.7822
1934,162,134.8412,27.7357
1192,382,134.8418,5.2325
2432,401,134.8442,17.3755
1933,77,134.8804,25.3388
2400,530,134.8997,38.4524
469,90,134.9030,-0.3160
2284,289,134.9336,21.4198
2432,444,134.9347,17.3147
2400,57,134.9391,36.1986
469,60,134.9407,0.2403
1785,565,134.9450,60.6173
2432,501,134.9452,16.4095
1299,63,134.9456,7.5067
1271,112,134.9466,32.3196
1933,73,134.9490,25.4736
2432,510,134.9653,16.8488
1211,506,134.9682,35.1235
565,566,134.9697,3.5551
2086,354,134.9771,24.9519
764,118,134.9838,47.5422
469,530,134.9868,2.1647
1933,36,134.9869,25.1363
2086,274,134.9898,24.4121
551,37,134.9930,49.8489
1933,35,134.9950,25.4324
469,528,134.9964,2.0888
897,67,135.0003,44.8421
2086,349,135.0009,25.2204
1199,402,135.0012,40.7680
1299,607,135.0061,8.4980
2283,141,135.0092,18.0679
1191,298,135.0102,6.0463
1933,605,135.0159,26.6818
1934,497,135.0161,28.7065
2086,246,135.0329,23.5813
2283,523,135.0357,20.0285
2284,389,135.0390,22.8706
2283,142,135.0452,18.0917
765,306,135.0734,49.0005
2282,105,135.0866,20.8472
765,399,135.0890,49.1060
1211,49,135.1019,34.0483
1192,320,135.1019,4.6251
1199,102,135.1155,39.6136
1738,490,135.1165,9.8521
2432,509,135.1176,16.3161
765,299,135.1195,48.3169
1876,447,135.1222,64.9610
831,474,135.1231,43.0149
2284,275,135.1256,22.2527
469,156,135.1283,1.0796
2432,153,135.1289,16.2064
831,201,135.1396,42.2631
2284,274,135.1438,22.2830
2086,338,135.1441,25.3327
1272,254,135.1533,32.1915
1590,131,135.1581,30.5114
1299,25,135.1630,7.4691
565,611,135.2021,3.6022
2432,108,135.2105,15.8201
2433,579,135.2183,13.9585
898,431,135.2344,46.1673
764,119,135.2414,47.2310
1199,443,135.2419,41.0446
552,267,135.2432,50.5348
1300,347,135.2455,8.8367
1271,614,135.2468,32.7729
469,58,135.2522,0.4325
764,107,135.2526,47.4267
1876,527,135.2552,65.0564
1272,242,135.2607,32.0813
1212,310,135.2622,35.8246
1590,130,135.2714,30.4748
1934,407,135.2768,29.1913
1199,459,135.2782,40.8224
2285,328,135.2890,20.6388
764,115,135.2894,47.5763
1271,619,135.2933,32.9478
897,609,135.2973,45.5945
764,15,135.3017,46.9315
830,633,135.3112,41.9381
936,188,135.3132,37.3063
2575,456,135.3294,12.2083
2282,9,135.3445,20.7463
1933,632,135.3498,25.8774
2285,322,135.3571,20.3136
936,419,135.3676,38.7153
1211,556,135.3714,35.0946
2575,55,135.3718,10.7112
2086,323,135.3846,25.3835
1199,111,135.3847,39.5213
2575,449,135.3849,12.3692
1934,518,135.3929,28.6802
483,68,135.4001,55.8573
1271,35,135.4008,31.9190
897,8,135.4195,44.2341
1272,262,135.4211,33.1504
1738,156,135.4249,9.5370
470,390,135.4278,0.6952
936,448,135.4357,38.9198
1192,228,135.4510,4.6173
1199,8,135.4513,39.0377
2284,241,135.4569,20.9204
1271,617,135.4590,32.8337
1876,85,135.4669,62.7285
1272,423,135.4698,33.7371
483,591,135.4782,57.9963
1191,373,135.4910,7.3107
1786,269,135.4952,61.1588
448,623,135.5023,56.6131
2284,477,135.5129,22.4589
898,468,135.5148,46.4066
469,117,135.5160,0.9908
936,165,135.5207,37.3004
551,19,135.5255,50.2669
1785,596,135.5272,59.9640
1199,502,135.5299,40.2815
1785,39,135.5347,59.4413
2283,65,135.5357,18.0671
483,153,135.5359,57.0510
1591,339,135.5384,31.8147
898,221,135.5539,45.6345
1191,423,135.5603,6.9721
2285,371,135.5628,20.3407
1192,221,135.5639,4.8977
936,84,135.5690,36.6459
1192,462,135.5771,5.0549
1271,601,135.5807,32.7556
1200,345,135.5879,41.4236
1934,560,135.5972,28.6584
450,424,135.6089,55.3020
1935,251,135.6098,26.4124
2433,621,135.6341,14.4549
1934,449,135.6377,29.2892
