ix96629, plate, fiber, Z_START, Z_END, RA, DEC
4263,434,515,2.844593,4.111093,117.766480,42.703229
4264,1922,152,2.813734,3.903767,120.209500,19.349702
4265,1978,177,2.383377,3.371078,202.856810,28.611436
4266,852,344,3.267272,3.296877,200.800000,5.070565
4267,1677,184,3.053688,3.977879,227.073210,43.443291
4268,449,630,2.949575,4.218349,136.169320,53.844125
4269,617,183,2.200000,2.633221,235.531920,55.979075
4270,551,410,2.917873,4.156078,133.113690,50.753001
4271,770,452,2.200000,2.928597,150.118440,61.491430
4272,973,140,3.077090,4.323042,255.702320,31.679996
4273,570,459,2.590462,3.613044,145.882750,4.463769
4274,1447,435,2.233332,3.256000,178.308580,42.764671
4275,1694,578,2.470167,3.667850,192.155480,13.078041
4276,1047,140,2.200000,2.384800,220.575400,48.683877
4277,586,635,2.918775,4.236031,220.322760,3.986262
4278,1750,368,2.200000,2.797195,163.819290,14.904709
4279,1771,294,2.854343,3.771889,193.686250,14.012998
4280,445,73,2.200000,2.380900,130.907290,50.588514
4281,988,565,3.454001,4.075819,323.622800,0.521772
4282,1303,231,3.196144,3.686482,142.361890,9.147282
4283,1734,638,2.964152,3.927527,114.144170,40.434318
4284,439,468,2.264753,3.158139,121.954380,45.263972
4285,1763,98,2.607035,3.934120,179.777190,13.627157
4286,434,71,2.216995,3.543358,118.263920,42.525213
4287,1172,138,2.200000,2.842754,246.554120,38.940903
4288,1313,567,2.297998,3.379790,180.639160,58.083848
4289,1328,224,2.495830,3.468068,221.922750,51.140191
4290,2002,205,2.782251,3.310856,199.702360,28.104455
4291,1425,427,2.264001,2.519787,255.262340,20.967413
4292,828,232,2.574788,3.359287,128.710880,38.560288
4293,1420,249,3.429455,3.494422,244.737010,30.239485
4294,827,611,2.200000,2.246497,128.670870,38.063670
4295,1194,341,2.714072,3.674404,137.377880,7.267306
4296,282,535,2.229612,3.384106,174.087710,0.839240
4297,651,523,2.270773,2.312916,2.343365,-8.810982
4298,947,6,2.200000,2.443398,158.412780,55.889434
4299,1931,177,2.564104,2.825350,130.790270,24.266467
4300,749,177,3.209692,4.190006,358.434420,14.590347
4301,542,118,2.251999,2.705976,116.619410,34.713447
4302,1402,47,3.331620,4.346723,235.918270,34.295679
4303,532,341,3.101572,4.387124,210.443870,2.742965
4304,462,19,3.984830,3.996372,56.422957,-7.387592
4305,2085,429,2.233332,3.196452,132.416200,23.858100
4306,1335,293,2.318565,2.723043,240.137910,40.562223
4307,1008,353,2.271526,2.728370,153.947460,51.437742
4308,767,409,2.360859,2.830637,141.308580,52.353504
4309,1209,528,2.200000,2.553991,130.731700,33.306272
4310,1939,638,2.200000,2.892710,143.095390,29.698111
4311,1320,212,3.298831,3.737051,200.690590,55.527263
4312,1750,87,2.797085,3.620647,164.099530,12.903981
4313,967,370,2.752756,3.928101,174.411460,50.195192
4314,1001,422,3.416216,4.029348,162.005490,7.498006
4315,770,317,2.200000,2.612995,148.155340,60.098357
4316,875,381,2.711507,3.773691,158.168920,50.203047
4317,1407,322,2.715783,3.208767,243.726530,30.008288
4318,1980,65,2.584680,3.446575,169.595170,38.810939
4319,2112,42,2.200000,2.767613,201.779410,31.644065
4320,564,479,2.238548,2.870276,130.809000,2.996256
4321,1768,454,2.908862,3.786650,188.131320,16.045664
4322,933,110,2.200000,2.382157,130.064220,33.616472
4323,349,542,2.245266,2.698254,255.252580,64.202512
4324,360,229,2.200000,3.380869,263.467640,54.008476
4325,2105,418,3.255497,3.268613,182.709190,36.865762
4326,1418,469,2.200000,2.932607,240.266060,34.173627
4327,1699,302,3.220368,4.355306,201.302060,11.391604
4328,1300,619,2.273786,3.018252,137.735850,8.747756
4329,836,131,2.738095,3.792541,171.018870,4.071695
4330,382,420,2.293444,3.183592,349.216840,0.857189
4331,931,533,2.200000,2.328370,125.538170,31.665776
4332,1010,104,2.205165,2.653209,162.777760,52.186574
4333,1709,408,2.200000,2.373980,217.448780,11.721324
4334,1211,448,2.357765,2.826776,134.832420,36.014234
4335,738,247,2.531428,3.295254,337.686180,12.271769
4336,1459,349,3.035063,3.892085,195.199320,47.910943
4337,1051,401,3.171097,4.275858,230.540250,45.773804
4338,1739,369,2.685958,3.524746,137.809120,11.078624
4339,629,300,2.647122,3.940150,249.960500,43.667708
4340,1667,385,2.200000,2.457624,198.637310,52.036764
4341,462,102,2.697008,3.907578,56.011881,-6.883507
4342,620,392,2.200000,2.284434,239.578670,51.760005
4343,1752,519,2.231100,2.682364,168.826970,14.594358
4344,1920,98,2.276049,3.324370,117.977630,16.614585
4345,2025,497,2.200000,2.900917,161.245810,34.624220
4346,1692,153,2.240040,2.848516,254.344910,26.117323
4347,944,452,3.194212,3.688363,154.821950,46.722070
4348,1446,184,2.200000,2.368248,178.482760,47.075171
4349,1221,465,2.391176,3.276879,167.075700,9.992068
4350,433,110,2.200000,2.305610,117.002080,38.059351
4351,1372,159,2.467770,3.225587,189.631070,44.549495
4352,1459,542,2.200000,2.487839,196.624800,47.692320
4353,1325,255,2.200000,3.180463,212.586580,53.221371
4354,1175,519,2.818127,3.960306,251.915180,34.602376
4355,1645,135,2.773552,3.890956,218.776890,33.923908
4356,964,109,2.787480,3.870800,167.644620,48.010306
4357,1597,539,2.200000,2.875979,153.913980,11.304424
4358,1757,451,2.200000,2.870722,125.189970,8.057289
4359,1166,188,2.855230,3.701520,230.948470,49.694046
4360,888,453,2.684261,3.199303,114.803140,28.482225
4361,1770,510,2.998990,3.944624,192.431970,15.451962
4362,1374,273,2.200000,2.524271,194.723540,43.928175
4363,285,613,2.919678,3.798995,180.410670,1.060040
4364,977,255,3.394914,3.438635,258.220720,28.114200
4365,1683,247,2.200000,2.424073,243.118760,33.487104
4366,1714,244,2.260997,2.957169,222.217740,10.999095
4367,2113,67,2.200000,2.569593,172.878330,34.931697
4368,1603,13,2.508733,3.439625,166.479500,11.066429
4369,967,117,2.783122,3.271919,175.979470,49.375266
4370,978,422,2.210335,2.282682,258.120590,30.694739
4371,1354,78,2.243772,2.357433,232.103700,34.701141
4372,586,635,2.918775,4.236031,220.322760,3.986262
4373,1380,619,2.200000,2.256387,215.292580,39.360514
4374,334,352,2.648802,3.154327,186.224220,-2.432636
4375,307,475,2.200000,2.811223,219.582370,-0.044731
4376,1418,469,2.200000,2.932607,240.266060,34.173627
4377,455,546,3.040642,3.972602,39.847803,-8.168092
4378,988,565,3.454001,4.075819,323.622800,0.521772
4379,269,189,2.241532,2.694730,151.096950,-0.678565
4380,1595,635,2.200000,2.763851,149.103100,35.934586
4381,2112,602,2.923289,3.471276,201.971000,33.666699
4382,538,322,3.405045,4.425289,222.783090,2.937678
4383,780,309,2.530615,3.015381,184.819920,62.507263
4384,1750,7,3.136665,4.057939,164.860040,13.112217
4385,892,401,2.452632,3.297125,122.686440,37.375355
4386,727,534,2.845478,3.246803,316.521510,10.409548
4387,593,442,2.200000,2.560852,232.698780,3.522445
4388,2210,450,3.121453,4.040823,250.307310,13.699694
4389,850,403,2.991631,4.174364,197.575470,6.031383
4390,1202,195,2.238548,3.656604,144.639650,44.934295
4391,1740,253,2.483777,2.927132,139.920110,9.824799
4392,1019,334,2.200000,2.284741,183.273290,56.062918
4393,1296,446,2.202214,2.488404,126.264840,7.228905
4394,1168,480,3.026710,4.098767,236.528310,46.937390
4395,2095,301,2.436769,2.916727,179.681930,31.732178
4396,2007,637,2.330047,2.795036,164.670980,38.958698
4397,1939,168,2.200000,2.258842,141.946970,29.122409
4398,1871,472,2.200000,2.339795,121.277800,55.268732
4399,793,519,2.536310,3.612717,228.326880,54.974912
4400,455,340,2.398994,2.515599,38.126778,-7.445617
4401,436,144,2.955946,4.118300,119.387060,44.240186
4402,403,152,2.200000,3.241922,29.582356,-0.206132
4403,911,540,3.193246,3.779086,203.593260,-1.422274
4404,1579,135,2.412325,3.264207,238.996140,29.576814
4405,611,627,2.200000,2.369802,228.763440,61.588921
4406,2027,161,2.624519,3.729072,179.103180,37.889492
4407,1055,122,2.725206,3.711618,241.505230,37.012919
4408,1420,249,3.429455,3.494422,244.737010,30.239485
4409,435,391,2.757944,3.814657,117.572880,40.973711
4410,988,565,3.454001,4.075819,323.622800,0.521772
4411,434,99,2.200000,3.070266,117.366280,41.878442
4412,494,5,2.200000,2.415252,189.441850,66.504800
4413,1384,195,2.355447,3.285690,224.342240,34.884686
4414,498,172,2.200000,2.272049,211.277950,65.148831
4415,618,125,2.517632,2.538329,237.767660,52.277151
4416,1770,160,2.882848,4.001470,192.710000,14.801418
4417,1949,301,2.250501,2.704263,148.456690,32.096799
4418,2108,438,2.881060,3.344942,181.035300,38.564891
4419,336,621,2.453427,3.588600,192.488500,-1.991341
4420,530,543,2.200000,2.518272,208.013560,2.778759
4421,1273,216,2.291928,3.285106,138.028260,33.185937
4422,372,269,2.200000,2.257803,329.063260,-0.516081
4423,1203,319,2.200000,2.625479,115.380800,21.409152
4424,1307,146,2.852568,3.877799,150.505740,9.848584
4425,1767,163,2.200000,2.228123,185.989670,14.245308
4426,1304,555,2.538754,3.483948,144.502610,10.165128
4427,1606,102,2.330814,3.349961,172.509790,11.910650
4428,1752,533,2.200000,2.321222,169.027290,15.056746
4429,1402,47,3.331620,4.346723,235.918270,34.295679
4430,390,271,3.171097,4.274205,4.958558,-0.677994
4431,1929,28,2.454223,3.381978,129.612250,22.466394
4432,1447,196,2.489397,3.435547,178.271520,42.541857
4433,487,509,2.200000,2.349220,150.221810,63.366706
4434,1172,26,2.933239,3.862138,247.430990,39.203173
4435,764,236,2.367831,2.385454,133.085250,47.582886
4436,815,584,2.520062,3.669880,246.605980,43.488931
4437,1053,352,2.200000,2.399710,234.688960,42.018491
4438,1686,304,2.298757,3.083928,249.013460,28.652435
4439,827,299,3.375728,3.826250,126.262620,36.255577
4440,931,256,2.200000,2.593334,124.182220,30.270688
4441,1934,518,2.525740,3.595610,135.392950,28.680151
4442,1690,219,2.200000,2.277266,251.869520,26.570914
4443,1315,401,2.200000,2.516243,184.295930,58.590631
4444,2005,191,2.545278,3.038170,204.002100,38.656026
4445,877,68,2.293444,2.753407,167.207120,50.217436
4446,1822,235,3.061162,3.967325,238.677200,4.922396
4447,1643,456,2.222184,2.671979,213.328590,37.324407
4448,573,394,2.200000,2.599611,150.922940,4.115061
4449,1708,4,2.646283,3.155515,217.441990,12.270231
4450,1417,440,2.510349,3.000590,238.013780,35.411224
4451,1341,399,2.270773,2.727657,250.166010,32.970266
4452,333,154,2.326215,3.184463,184.921270,-2.948520
4453,1865,481,2.200000,2.897818,112.511730,43.667511
4454,1868,462,2.562463,3.333577,116.931960,50.007682
4455,548,195,2.200000,2.513866,126.094400,44.585893
4456,974,54,2.979700,4.210023,257.467560,33.484976
4457,1978,139,2.834867,3.717271,202.612740,28.026269
4458,1453,223,2.285870,3.374226,187.088550,47.469188
4459,1341,289,2.248257,2.912064,249.250770,31.706842
4460,439,528,2.818127,4.023280,122.728680,46.066075
4461,1668,342,2.223668,2.871227,200.844810,51.625182
4462,1751,253,2.200000,2.537488,166.005930,13.359640
4463,1293,597,3.270221,3.803213,232.721460,39.683754
4464,1168,480,3.026710,4.098767,236.528310,46.937390
4465,1821,541,2.200000,2.340409,236.130210,7.055472
4466,741,370,3.626476,3.654436,343.107400,14.989395
4467,931,375,2.200000,2.391958,124.988830,31.813302
4468,946,502,2.200000,2.333211,153.828380,56.481314
4469,855,608,3.258438,3.309173,208.903430,5.526740
4470,856,51,3.023003,3.510638,210.135230,4.000045
4471,1677,579,3.406059,3.714628,228.939360,44.197340
4472,1644,42,2.686806,3.130122,216.789210,34.479924
4473,449,630,2.949575,4.218349,136.169320,53.844125
4474,1738,216,2.550997,3.047358,134.413030,9.025341
4475,1018,32,3.135712,4.031635,183.907450,54.993650
4476,1407,322,2.715783,3.208767,243.726530,30.008288
4477,1822,489,2.408398,3.844674,239.399310,6.210492
4478,1828,118,3.899484,4.381917,219.710380,5.939616
4479,1822,260,2.211814,2.304194,237.846780,6.096053
4480,918,509,2.359312,3.354911,217.262660,-1.755374
4481,1939,294,2.987038,3.448040,140.916050,28.690874
4482,746,58,2.449454,3.120727,352.835060,13.660845
4483,949,629,2.948665,3.825003,166.004360,58.272607
4484,1297,594,3.209692,4.379947,129.232540,6.684623
4485,723,589,2.857006,3.820924,342.719420,-8.766730
4486,2006,219,2.200000,2.254575,195.033220,32.659607
4487,1044,192,3.145246,4.070928,210.399950,51.953281
4488,1667,505,2.200000,3.849990,199.809190,52.033357
4489,289,417,3.189386,4.206014,186.502840,0.989877
4490,856,51,3.023003,3.510638,210.135230,4.000045
4491,2000,360,2.213293,2.432023,188.991850,38.751603
4492,1178,552,2.315510,3.111500,326.972070,-7.508711
4493,1937,500,2.286626,3.311806,139.439860,28.582825
4494,1019,350,2.428075,3.526656,182.393880,55.629359
4495,1448,101,2.200000,3.112945,181.770560,41.752035
4496,593,442,2.200000,2.560852,232.698780,3.522445
4497,342,89,2.559183,3.350407,237.112870,-0.728809
4498,1650,574,2.888216,3.385937,231.015110,31.248843
4499,1865,364,2.924193,3.968958,111.496060,43.384390
4500,1309,481,2.200000,3.190650,172.861320,57.404587
4501,1828,94,2.393519,2.867504,219.325380,5.300159
4502,1436,257,3.084608,4.012093,164.640870,44.531445
4503,1696,405,2.490200,2.532756,196.200270,13.071277
4504,626,126,2.838401,4.041793,248.237790,44.186176
4505,446,189,2.200000,2.971999,130.400770,54.179728
4506,1408,194,3.258438,4.441020,246.187670,27.238549
4507,329,59,2.703824,3.179097,177.458670,-3.471355
4508,831,199,2.200000,2.600749,135.774200,42.740832
4509,1381,183,2.240786,2.693700,216.480110,37.650198
4510,988,565,3.454001,4.075819,323.622800,0.521772
4511,1338,586,2.451838,3.529983,248.250570,36.484684
4512,650,178,2.200000,2.603749,0.210852,-10.365520
4513,1401,525,2.200000,2.387127,233.432410,36.599018
4514,1187,37,4.027480,4.409964,131.215530,5.307727
4515,1580,134,2.299517,2.509085,237.091080,31.091840
4516,436,144,2.955946,4.118300,119.387060,44.240186
4517,1459,503,2.668178,3.514430,196.255530,47.473386
4518,921,180,2.202214,2.462485,223.731310,-2.378804
4519,350,266,2.200000,3.121736,256.770320,64.717588
4520,285,613,2.919678,3.798995,180.410670,1.060040
4521,553,69,2.200000,2.589641,138.457230,51.628874
4522,740,37,2.224411,3.185364,343.161040,13.876584
4523,1341,171,2.957768,3.914687,250.595610,32.286218
4524,295,329,2.200000,2.770950,197.868150,0.824916
4525,598,307,2.243772,3.103322,175.530840,64.756733
4526,375,510,2.200000,2.924063,335.913410,0.661697
4527,457,395,2.200000,3.037210,42.963360,-7.618818
4528,1768,454,2.908862,3.786650,188.131320,16.045664
4529,1436,257,3.084608,4.012093,164.640870,44.531445
4530,1680,185,3.146201,3.725320,235.327310,39.096526
4531,850,403,2.991631,4.174364,197.575470,6.031383
4532,2095,293,2.200000,3.014252,179.798040,31.574261
4533,1780,103,2.284357,3.238309,122.483450,50.333599
4534,2098,302,2.200000,2.267515,172.889450,33.455814
4535,973,140,3.077090,4.323042,255.702320,31.679996
4536,2112,229,2.200000,2.503976,200.667740,32.465077
4537,1453,223,2.285870,3.374226,187.088550,47.469188
4538,1324,455,2.302557,3.164297,211.356230,55.477071
4539,1173,304,2.882848,3.697095,247.168650,37.865986
4540,971,389,2.200000,3.442873,185.929860,50.631511
4541,767,579,2.504696,3.513380,143.096640,52.521006
4542,1593,474,2.876594,3.418598,142.272730,34.076235
4543,1001,422,3.416216,4.029348,162.005490,7.498006
4544,940,172,2.242279,3.278711,145.033680,41.846141
4545,279,330,2.600397,3.895045,168.192930,0.832600
4546,723,433,2.540384,3.520241,341.381010,-8.995757
4547,895,507,2.200000,2.813609,129.702840,41.284451
4548,1600,276,2.907962,4.213627,158.693930,11.037362
4549,1927,479,2.200000,2.904194,125.588430,21.736264
4550,1235,541,2.208857,3.133666,149.125080,8.965211
4551,1295,30,2.270773,2.727984,124.222390,5.696207
4552,1293,597,3.270221,3.803213,232.721460,39.683754
4553,940,172,2.242279,3.278711,145.033680,41.846141
4554,875,381,2.711507,3.773691,158.168920,50.203047
4555,2007,564,2.495830,2.984017,164.177330,38.096872
4556,1822,260,2.211814,2.304194,237.846780,6.096053
4557,617,183,2.200000,2.633221,235.531920,55.979075
4558,1051,401,3.171097,4.275858,230.540250,45.773804
4559,947,6,2.200000,2.443398,158.412780,55.889434
4560,1272,254,2.200000,2.930775,135.153340,32.191539
4561,1226,233,2.237802,3.108965,176.152720,9.984700
4562,901,570,2.739817,3.555188,145.012590,51.267420
4563,717,163,2.434396,3.481503,330.553430,-8.872716
4564,901,374,2.200000,3.300976,143.878260,51.035727
4565,2000,441,2.340030,2.806204,190.215610,39.390836
4566,398,455,2.200000,2.626974,19.697288,0.781924
4567,1360,171,2.200000,2.240607,157.780660,41.215023
4568,1165,84,2.489397,2.747972,228.671360,50.927217
4569,544,145,2.652165,3.939219,119.792000,38.611909
4570,988,565,3.454001,4.075819,323.622800,0.521772
4571,999,472,2.200000,2.990650,158.071910,7.063985
4572,2096,19,3.442734,4.364651,159.830350,34.751272
4573,1927,626,2.200000,2.355714,127.064280,21.720544
4574,827,611,2.200000,2.246497,128.670870,38.063670
4575,538,322,3.405045,4.425289,222.783090,2.937678
4576,1164,584,2.675787,3.742150,226.682560,53.526214
4577,2096,19,3.442734,4.364651,159.830350,34.751272
4578,1768,239,2.276049,3.212767,187.524440,14.498934
4579,489,35,3.599921,3.637338,162.236890,64.923077
4580,1300,347,2.982450,3.539150,135.245490,8.836661
4581,751,562,3.140477,3.456426,1.878445,16.125697
4582,1457,8,2.228868,3.119459,195.729570,46.922799
4583,1055,187,2.200000,2.453308,241.037680,37.995073
4584,929,441,2.783993,3.659524,120.890180,28.245475
4585,613,42,2.280578,2.632607,230.192040,58.787614
4586,1599,527,2.200000,3.147041,158.053700,12.103572
4587,1744,368,2.731216,4.020983,149.904660,13.204304
4588,1200,321,2.200000,2.787097,136.706780,42.052396
4589,2103,607,2.974206,4.264137,181.544180,37.296566
4590,887,47,2.327747,2.766544,197.252100,50.683784
4591,1456,337,2.642087,3.150476,190.266010,42.234770
4592,1770,510,2.998990,3.944624,192.431970,15.451962
4593,1957,531,2.200000,2.263327,156.315850,36.748120
4594,1811,549,2.200000,2.832884,216.015950,9.231059
4595,2109,206,2.200000,2.628895,203.460210,31.339536
4596,1753,419,2.257994,3.006371,170.340140,15.533749
4597,1436,257,3.084608,4.012093,164.640870,44.531445
4598,1329,301,2.941398,3.840209,223.137220,49.891618
4599,1761,262,2.679174,3.726438,175.821400,14.408623
4600,862,455,2.960503,4.195361,125.918670,34.464738
4601,773,634,3.385815,3.415479,162.494130,62.785463
4602,988,565,3.454001,4.075819,323.622800,0.521772
4603,1868,11,2.675787,3.536279,117.527600,49.309475
4604,1427,347,2.282089,2.740458,153.016520,38.867328
4605,285,613,2.919678,3.798995,180.410670,1.060040
4606,373,511,2.258745,2.878424,331.975080,0.539098
4607,1187,37,4.027480,4.409964,131.215530,5.307727
4608,915,579,2.200000,2.472207,211.191230,-1.506088
4609,586,635,2.918775,4.236031,220.322760,3.986262
4610,1976,419,2.290412,2.750288,179.998800,41.031374
4611,1177,55,2.200000,2.291008,325.532600,-8.645035
4612,1334,529,2.200000,2.765475,239.433310,43.416946
4613,1178,552,2.315510,3.111500,326.972070,-7.508711
4614,2110,289,2.317801,3.089542,201.856590,29.758436
4615,1934,518,2.525740,3.595610,135.392950,28.680151
4616,538,322,3.405045,4.425289,222.783090,2.937678
4617,1044,256,3.071462,3.261366,209.614820,51.325140
4618,572,194,2.620348,3.632923,149.640040,3.862310
4619,551,410,2.917873,4.156078,133.113690,50.753001
4620,1750,368,2.200000,2.797195,163.819290,14.904709
4621,1418,469,2.200000,2.932607,240.266060,34.173627
4622,1458,155,2.346959,3.191541,195.163360,41.558670
4623,1951,277,2.200000,2.372514,150.988540,34.984071
4624,1691,55,3.137617,3.205025,253.581670,25.854646
4625,1380,611,2.635384,3.459485,215.672620,39.304309
4626,1369,499,3.071462,3.569385,180.937360,44.987778
4627,1239,604,2.734654,3.218182,158.249680,9.941869
4628,877,68,2.293444,2.753407,167.207120,50.217436
4629,1193,180,3.664986,3.696174,138.397960,4.990245
4630,509,202,2.450248,3.239121,167.061760,1.349587
4631,1770,160,2.882848,4.001470,192.710000,14.801418
4632,1387,73,2.555907,3.358475,231.948790,32.371032
4633,2105,503,2.631201,3.671394,182.999650,36.792541
4634,1230,251,2.234077,2.685572,183.915270,9.102053
4635,586,635,2.918775,4.236031,220.322760,3.986262
4636,1452,424,3.280065,3.837021,185.833000,42.664154
4637,785,419,2.691904,3.472196,202.688370,62.570134
4638,2103,607,2.974206,4.264137,181.544180,37.296566
4639,1593,474,2.876594,3.418598,142.272730,34.076235
4640,373,447,2.204427,2.872325,331.784700,1.023687
4641,958,463,2.200000,2.541666,197.818430,59.584915
4642,759,162,3.041572,3.896530,122.541450,38.799167
4643,455,11,2.200000,2.436993,39.852025,-9.027404
4644,837,47,4.071663,4.082046,173.587820,3.866923
4645,727,363,3.073337,4.130517,315.568850,10.818500
4646,938,454,3.102517,3.958049,139.763270,40.729042
4647,1702,379,2.573143,3.395600,208.077030,12.402372
4648,1268,120,2.826047,4.309429,129.663210,28.981313
4649,575,379,3.152889,3.640387,155.320130,5.392391
4650,1952,378,2.499052,3.833051,151.432190,32.988302
4651,2027,565,2.885531,3.736130,179.844850,39.604691
4652,1386,188,2.288140,3.348476,229.107030,32.868866
4653,963,243,2.271526,2.728786,162.218760,46.936271
4654,1763,98,2.607035,3.934120,179.777190,13.627157
4655,335,341,3.081787,4.200192,188.446760,-1.814948
4656,472,210,2.352358,2.820756,138.198320,-0.788168
4657,1379,283,2.200000,2.607055,210.176510,38.506626
4658,1952,378,2.499052,3.833051,151.432190,32.988302
4659,1575,500,2.208857,2.832488,245.007980,25.762443
4660,1228,148,3.067713,3.524290,180.437340,9.897838
4661,746,58,2.449454,3.120727,352.835060,13.660845
4662,1348,202,2.287383,2.995076,215.336730,39.789004
4663,2096,19,3.442734,4.364651,159.830350,34.751272
4664,1839,318,3.229123,4.404430,211.263710,33.697188
4665,937,589,2.542830,3.012628,138.950900,39.531953
4666,289,123,2.200000,2.831399,186.876580,-1.079473
4667,1931,453,2.724349,3.705817,131.230090,25.311349
4668,988,565,3.454001,4.075819,323.622800,0.521772
4669,910,60,2.281333,2.924756,202.729250,-3.093081
4670,1573,482,2.200000,3.342091,247.067710,25.227972
4671,1983,291,2.467770,3.491511,162.784550,33.841780
4672,613,42,2.280578,2.632607,230.192040,58.787614
4673,1934,518,2.525740,3.595610,135.392950,28.680151
4674,1734,638,2.964152,3.927527,114.144170,40.434318
4675,1384,214,2.200000,2.752031,224.851010,34.020314
4676,891,326,2.413896,2.819113,120.270890,34.835216
4677,1973,93,2.839285,3.161465,158.418310,36.217265
4678,1730,256,2.200000,2.841042,242.182940,7.252407
4679,1196,160,2.649643,3.136270,143.871300,7.627181
4680,1977,464,2.200000,2.347230,200.352690,39.641660
4681,1588,15,2.565746,3.505431,132.962350,28.460670
4682,2096,252,2.942306,3.765048,158.310760,34.853340
4683,657,383,2.402909,2.860198,12.679557,-9.720755
4684,1822,235,3.061162,3.967325,238.677200,4.922396
4685,624,22,3.002675,3.759118,246.910980,46.094013
4686,973,140,3.077090,4.323042,255.702320,31.679996
4687,1166,221,3.142384,3.604203,230.785350,50.046190
4688,1459,503,2.668178,3.514430,196.255530,47.473386
4689,1175,519,2.818127,3.960306,251.915180,34.602376
4690,999,628,2.769210,4.053633,159.384950,7.073956
4691,1983,291,2.467770,3.491511,162.784550,33.841780
4692,1594,122,2.294203,2.683790,144.598210,33.769553
4693,1194,507,3.178788,3.741506,138.891530,7.316714
4694,515,114,3.987126,4.306548,178.949310,2.454485
4695,970,154,2.211074,2.956565,184.692560,49.312768
4696,1044,192,3.145246,4.070928,210.399950,51.953281
4697,349,542,2.245266,2.698254,255.252580,64.202512
4698,569,327,2.200000,3.075186,142.984330,4.523256
4699,1451,20,3.269238,3.328973,185.763320,46.419893
4700,602,289,2.414683,2.891571,194.662250,63.559160
4701,1397,4,3.678971,3.708480,224.017840,40.034831
4702,399,308,2.244519,2.351972,20.311938,-0.277051
4703,988,565,3.454001,4.075819,323.622800,0.521772
4704,890,471,2.200000,2.308867,118.675440,32.544457
4705,1950,45,2.536310,3.647040,151.051780,29.355986
4706,509,509,2.730357,4.065701,167.535910,2.749478
4707,1436,257,3.084608,4.012093,164.640870,44.531445
4708,1201,546,2.696156,3.769157,140.481830,42.550106
4709,1047,26,2.200000,2.449259,222.172950,48.689945
4710,568,102,2.612022,3.101521,141.811290,3.140911
4711,538,322,3.405045,4.425289,222.783090,2.937678
4712,1594,122,2.294203,2.683790,144.598210,33.769553
4713,844,252,2.360859,3.130963,184.185600,4.311530
4714,2210,36,2.627023,3.454664,251.071250,12.766475
4715,1759,283,2.200000,2.536518,128.361750,8.264458
4716,724,380,2.200000,2.275593,343.088930,-8.475978
4717,997,193,2.376372,2.803085,154.112180,6.018965
4718,570,459,2.590462,3.613044,145.882750,4.463769
4719,1693,57,2.215514,3.045625,255.269990,24.197229
4720,2014,282,2.333115,3.043269,206.989580,37.180800
4721,435,157,2.200000,2.895700,118.358870,40.510739
4722,1348,64,4.036749,4.054376,216.226970,40.222333
4723,1453,501,2.884636,3.731636,188.469780,47.834412
4724,434,71,2.216995,3.543358,118.263920,42.525213
4725,1711,87,2.200000,3.483146,220.708840,9.333762
4726,558,122,2.506310,3.453842,149.609330,56.207782
4727,1455,57,2.240040,3.194798,192.144650,46.654818
4728,493,246,3.005441,4.008043,181.164270,66.597164
4729,451,174,2.893591,4.033932,140.734160,56.313684
4730,1402,47,3.331620,4.346723,235.918270,34.295679
4731,2005,260,3.050889,4.087570,203.273210,38.264489
4732,474,482,2.255745,2.352596,141.101340,-0.030872
4733,1295,385,2.469368,3.203570,121.931600,6.150971
4734,342,89,2.559183,3.350407,237.112870,-0.728809
4735,544,145,2.652165,3.939219,119.792000,38.611909
4736,495,417,2.334651,3.427904,193.473810,68.287265
4737,1224,206,2.514393,3.778453,173.901690,8.705256
4738,396,640,2.200000,2.321599,17.063614,0.119066
4739,340,594,2.263250,2.963594,199.099990,-1.976377
4740,833,194,2.200000,3.407826,140.855220,45.539498
4741,2147,573,3.033205,4.303925,161.646860,9.927664
4742,1780,390,2.200000,2.846605,120.956330,51.388875
4743,1869,133,2.200000,2.778038,118.960230,51.105904
4744,935,448,2.200000,2.534765,134.039490,37.824690
4745,1372,465,2.618681,3.792788,188.869550,45.324870
4746,918,509,2.359312,3.354911,217.262660,-1.755374
4747,2033,188,2.585505,3.529696,207.520330,36.012649
4748,1001,73,2.536310,3.266524,163.335020,6.629999
4749,1459,349,3.035063,3.892085,195.199320,47.910943
4750,792,184,3.068650,4.207825,223.866370,55.446459
4751,1676,283,2.922386,3.775433,222.935160,44.672077
4752,1979,474,3.128101,4.168612,170.532320,31.938578
4753,729,480,3.028565,3.880799,319.161640,10.697160
4754,947,149,2.677480,3.171870,157.891860,56.347454
4755,1982,601,2.920580,4.132368,159.922940,34.222137
4756,943,309,2.402909,3.118945,150.691050,45.020175
4757,1603,13,2.508733,3.439625,166.479500,11.066429
4758,865,178,2.200000,2.582345,132.160790,37.761588
4759,1017,525,2.200000,2.935022,179.702610,56.075943
4760,1984,377,2.880166,3.789274,187.817030,41.227045
4761,1293,597,3.270221,3.803213,232.721460,39.683754
4762,1350,22,2.227382,2.478127,222.835650,38.435132
4763,494,265,2.200000,2.879424,187.057160,66.821848
4764,1289,597,2.273786,2.409570,222.444230,44.431026
4765,873,6,2.200000,2.642141,156.512050,47.655899
4766,1286,463,2.200000,2.444309,211.979440,46.964126
4767,2036,62,2.200000,2.234439,174.058490,37.322284
